seqnames	start	end	width	name
chr2	1604345	1604796	452	CpG:_44
chr2	1612507	1613772	1266	CpG:_107
chr2	1620608	1621092	485	CpG:_40
chr2	1623935	1624774	840	CpG:_58
chr2	1627287	1627678	392	CpG:_34
chr2	1642091	1642302	212	CpG:_20
chr2	1655690	1655904	215	CpG:_16
chr2	1665652	1665982	331	CpG:_34
chr2	1675437	1676167	731	CpG:_82
chr2	1697075	1697290	216	CpG:_21
chr2	1702220	1702501	282	CpG:_20
chr2	1703035	1703465	431	CpG:_38
chr2	1705020	1705244	225	CpG:_17
chr2	1711101	1711355	255	CpG:_22
chr2	1712271	1712723	453	CpG:_34
chr2	1717850	1718441	592	CpG:_67
chr2	1720874	1721129	256	CpG:_22
chr2	1725422	1725631	210	CpG:_30
chr2	1726441	1726733	293	CpG:_25
chr2	1727345	1728498	1154	CpG:_79
chr2	1730458	1731725	1268	CpG:_84
chr2	1733464	1733786	323	CpG:_24
chr2	1736066	1736401	336	CpG:_26
chr2	1737301	1737927	627	CpG:_42
chr2	1738114	1738487	374	CpG:_29
chr2	1743562	1743844	283	CpG:_31
chr2	1744435	1744937	503	CpG:_45
chr2	1747643	1748256	614	CpG:_49
chr2	1752649	1752891	243	CpG:_21
chr2	1754395	1754701	307	CpG:_27
chr2	1774050	1774695	646	CpG:_42
chr2	1775141	1775516	376	CpG:_28
chr2	1776117	1776495	379	CpG:_28
chr2	1777610	1777962	353	CpG:_25
chr2	1787904	1788113	210	CpG:_19
chr2	1789673	1789912	240	CpG:_20
chr2	1797195	1797622	428	CpG:_32
chr2	1800708	1801583	876	CpG:_71
chr2	1802347	1802579	233	CpG:_23
chr2	1805570	1805962	393	CpG:_28
chr2	1806335	1807291	957	CpG:_71
chr2	1808107	1808383	277	CpG:_29
chr2	1809365	1809648	284	CpG:_23
chr2	1814743	1815147	405	CpG:_56
chr2	1818251	1819018	768	CpG:_93
chr2	1828664	1830013	1350	CpG:_106
chr2	1833530	1834156	627	CpG:_42
chr2	1836304	1836505	202	CpG:_23
chr2	1838466	1838809	344	CpG:_26
chr2	1839107	1839765	659	CpG:_57
chr2	1840770	1841153	384	CpG:_31
chr2	1843648	1844558	911	CpG:_63
chr2	1847906	1848845	940	CpG:_71
chr2	1852103	1854558	2456	CpG:_175
chr2	1857271	1858120	850	CpG:_66
chr2	1868023	1868730	708	CpG:_57
chr2	1869686	1870013	328	CpG:_25
chr2	1887941	1888508	568	CpG:_67
chr2	1894319	1894591	273	CpG:_26
chr2	1902941	1903562	622	CpG:_58
chr2	1904442	1904924	483	CpG:_36
chr2	1910113	1910970	858	CpG:_97
chr2	1923254	1924331	1078	CpG:_102
chr2	1931981	1932816	836	CpG:_58
chr2	1935987	1936317	331	CpG:_26
chr2	1938228	1938753	526	CpG:_55
chr2	1940064	1940533	470	CpG:_35
chr2	1941488	1941736	249	CpG:_19
chr2	1945599	1945889	291	CpG:_22
chr2	1948965	1949170	206	CpG:_19
chr2	1952154	1954076	1923	CpG:_173
chr2	1955661	1956212	552	CpG:_67
chr2	1959596	1959879	284	CpG:_20
chr2	1974816	1975154	339	CpG:_33
chr2	1981449	1981687	239	CpG:_22
chr2	1987026	1987302	277	CpG:_46
chr2	2011837	2012219	383	CpG:_27
chr2	2014446	2014700	255	CpG:_21
chr2	2032666	2033019	354	CpG:_26
chr2	2060930	2061399	470	CpG:_42
chr2	2068165	2068483	319	CpG:_23
chr2	2141357	2142834	1478	CpG:_116
chr2	2164052	2164261	210	CpG:_18
chr2	2168975	2169305	331	CpG:_32
chr2	2190617	2190859	243	CpG:_19
chr2	2191635	2191850	216	CpG:_17
chr2	2201925	2202173	249	CpG:_23
chr2	2210397	2210634	238	CpG:_22
chr2	2212773	2213158	386	CpG:_59
chr2	2215665	2215901	237	CpG:_19
chr2	2228334	2228539	206	CpG:_17
chr2	2242996	2243241	246	CpG:_20
chr2	2287932	2288137	206	CpG:_15
chr2	2302979	2304120	1142	CpG:_165
chr2	2335487	2335703	217	CpG:_19
chr2	2350172	2350662	491	CpG:_33
chr2	2356831	2357048	218	CpG:_19
chr2	2414376	2415157	782	CpG:_82
chr2	2494792	2495045	254	CpG:_20
chr2	2581930	2582219	290	CpG:_28
chr2	2584592	2585713	1122	CpG:_126
chr2	2596894	2597136	243	CpG:_20
chr2	2606868	2607267	400	CpG:_36
chr2	2620308	2620711	404	CpG:_28
chr2	2645153	2646812	1660	CpG:_187
chr2	2653853	2654138	286	CpG:_28
chr2	2660644	2660863	220	CpG:_26
chr2	2663376	2663761	386	CpG:_30
chr2	2664420	2665052	633	CpG:_57
chr2	2689515	2690273	759	CpG:_80
chr2	2717561	2718055	495	CpG:_65
chr2	2747270	2747562	293	CpG:_23
chr2	2798793	2799976	1184	CpG:_128
chr2	2897519	2898177	659	CpG:_70
chr2	2905592	2906405	814	CpG:_96
chr2	2921419	2921753	335	CpG:_27
chr2	2936477	2936734	258	CpG:_25
chr2	2938307	2938654	348	CpG:_26
chr2	2939674	2939907	234	CpG:_22
chr2	2965973	2966291	319	CpG:_25
chr2	2968777	2969035	259	CpG:_23
chr2	2983171	2983395	225	CpG:_18
chr2	2995896	2996097	202	CpG:_20
chr2	3023562	3023816	255	CpG:_17
chr2	3025653	3025955	303	CpG:_25
chr2	3031337	3031761	425	CpG:_38
chr2	3038509	3038754	246	CpG:_20
chr2	3045595	3046017	423	CpG:_29
chr2	3047518	3047824	307	CpG:_26
chr2	3059817	3060109	293	CpG:_24
chr2	3066405	3066954	550	CpG:_49
chr2	3068768	3069172	405	CpG:_29
chr2	3084815	3085386	572	CpG:_40
chr2	3123047	3123380	334	CpG:_34
chr2	3231532	3231735	204	CpG:_26
chr2	3427715	3427969	255	CpG:_19
chr2	4093447	4094637	1191	CpG:_112
chr2	4131899	4132168	270	CpG:_19
chr2	4251090	4251364	275	CpG:_22
chr2	4254707	4254986	280	CpG:_21
chr2	4290875	4291944	1070	CpG:_74
chr2	4529818	4531248	1431	CpG:_135
chr2	5843229	5843632	404	CpG:_43
chr2	6003526	6005153	1628	CpG:_160
chr2	6151824	6152041	218	CpG:_16
chr2	6238651	6239743	1093	CpG:_119
chr2	6240188	6240505	318	CpG:_29
chr2	6334149	6334350	202	CpG:_24
chr2	6433937	6434204	268	CpG:_22
chr2	6469771	6470054	284	CpG:_35
chr2	7035492	7037079	1588	CpG:_123
chr2	7045580	7046193	614	CpG:_67
chr2	7277034	7277279	246	CpG:_20
chr2	7349217	7349460	244	CpG:_17
chr2	7372329	7372566	238	CpG:_19
chr2	7533909	7534467	559	CpG:_55
chr2	7571589	7572339	751	CpG:_80
chr2	8667466	8669042	1577	CpG:_170
chr2	8726583	8726896	314	CpG:_33
chr2	8949147	8949743	597	CpG:_47
chr2	9102543	9102829	287	CpG:_39
chr2	9155790	9156435	646	CpG:_92
chr2	9173603	9174085	483	CpG:_47
chr2	9236042	9237617	1576	CpG:_174
chr2	9306134	9306390	257	CpG:_20
chr2	9322379	9322798	420	CpG:_33
chr2	9331886	9332327	442	CpG:_45
chr2	9388915	9389299	385	CpG:_38
chr2	9547026	9547458	433	CpG:_36
chr2	9558752	9561183	2432	CpG:_190
chr2	9610588	9611250	663	CpG:_62
chr2	9659028	9660402	1375	CpG:_107
chr2	9686502	9686740	239	CpG:_20
chr2	9726021	9726282	262	CpG:_27
chr2	9859298	9860098	801	CpG:_107
chr2	10039403	10039606	204	CpG:_20
chr2	10117973	10118178	206	CpG:_17
chr2	10133182	10133384	203	CpG:_21
chr2	10173031	10173266	236	CpG:_18
chr2	10209545	10209763	219	CpG:_20
chr2	10253548	10254053	506	CpG:_55
chr2	10288948	10289845	898	CpG:_88
chr2	10295148	10295561	414	CpG:_41
chr2	10302850	10303096	247	CpG:_19
chr2	10312748	10313615	868	CpG:_102
chr2	10345680	10346249	570	CpG:_73
chr2	10357926	10358245	320	CpG:_34
chr2	10409295	10409673	379	CpG:_26
chr2	10434665	10435225	561	CpG:_50
chr2	10484462	10485096	635	CpG:_59
chr2	10560191	10560869	679	CpG:_63
chr2	10600321	10600590	270	CpG:_34
chr2	10630958	10631320	363	CpG:_42
chr2	10635285	10635647	363	CpG:_43
chr2	10798141	10798888	748	CpG:_65
chr2	10820041	10820265	225	CpG:_21
chr2	10833892	10834267	376	CpG:_26
chr2	10866733	10867110	378	CpG:_34
chr2	10922748	10923916	1169	CpG:_147
chr2	10941023	10941586	564	CpG:_48
chr2	10983560	10984063	504	CpG:_35
chr2	11118197	11119404	1208	CpG:_120
chr2	11184947	11185649	703	CpG:_62
chr2	11207570	11209007	1438	CpG:_166
chr2	11331945	11332758	814	CpG:_98
chr2	11643879	11644498	620	CpG:_86
chr2	11848352	11849596	1245	CpG:_140
chr2	11874031	11874608	578	CpG:_72
chr2	11925340	11925606	267	CpG:_27
chr2	11985223	11985516	294	CpG:_25
chr2	12006489	12008286	1798	CpG:_205
chr2	12123021	12123580	560	CpG:_42
chr2	12370007	12371590	1584	CpG:_173
chr2	12606393	12606736	344	CpG:_28
chr2	12776647	12777335	689	CpG:_83
chr2	13063046	13064582	1537	CpG:_122
chr2	13192081	13192512	432	CpG:_31
chr2	13276799	13277797	999	CpG:_75
chr2	13278296	13278502	207	CpG:_18
chr2	13532382	13532869	488	CpG:_50
chr2	13673261	13674283	1023	CpG:_92
chr2	13705471	13705845	375	CpG:_31
chr2	13826804	13827057	254	CpG:_24
chr2	13828481	13829308	828	CpG:_122
chr2	13935764	13936191	428	CpG:_88
chr2	14006247	14008047	1801	CpG:_216
chr2	14068770	14069027	258	CpG:_24
chr2	14157043	14157486	444	CpG:_64
chr2	14191364	14192271	908	CpG:_88
chr2	14271454	14272242	789	CpG:_95
chr2	14336964	14337859	896	CpG:_85
chr2	14404511	14405025	515	CpG:_38
chr2	15539018	15539765	748	CpG:_70
chr2	15665994	15669172	3179	CpG:_267
chr2	15683605	15684088	484	CpG:_52
chr2	15773656	15773872	217	CpG:_21
chr2	15779315	15779518	204	CpG:_19
chr2	15834445	15835549	1105	CpG:_124
chr2	16172092	16173249	1158	CpG:_84
chr2	16239843	16240109	267	CpG:_26
chr2	17350023	17350722	700	CpG:_83
chr2	17398411	17398900	490	CpG:_39
chr2	17475295	17475832	538	CpG:_46
chr2	17553534	17554119	586	CpG:_59
chr2	17782841	17784221	1381	CpG:_157
chr2	18014164	18014970	807	CpG:_61
chr2	18085174	18086162	989	CpG:_80
chr2	18086536	18086742	207	CpG:_19
chr2	18226865	18227131	267	CpG:_25
chr2	18248275	18248929	655	CpG:_54
chr2	18960248	18961078	831	CpG:_65
chr2	19606747	19607568	822	CpG:_95
chr2	21274600	21276192	1593	CpG:_151
chr2	21457646	21457968	323	CpG:_30
chr2	21517906	21518264	359	CpG:_30
chr2	21525081	21525304	224	CpG:_18
chr2	21579642	21580876	1235	CpG:_114
chr2	21667508	21668380	873	CpG:_61
chr2	22040509	22042323	1815	CpG:_149
chr2	22568779	22569948	1170	CpG:_168
chr2	22599111	22599462	352	CpG:_26
chr2	22616105	22616690	586	CpG:_82
chr2	22623503	22623773	271	CpG:_32
chr2	22751520	22752018	499	CpG:_36
chr2	22762408	22763368	961	CpG:_79
chr2	23091694	23092121	428	CpG:_40
chr2	23219600	23219878	279	CpG:_23
chr2	23220314	23221153	840	CpG:_93
chr2	23663983	23665058	1076	CpG:_96
chr2	23865223	23866097	875	CpG:_115
chr2	24005724	24007179	1456	CpG:_124
chr2	24013186	24013807	622	CpG:_62
chr2	24067455	24067839	385	CpG:_34
chr2	24068112	24068338	227	CpG:_17
chr2	24069456	24069812	357	CpG:_28
chr2	24077277	24077559	283	CpG:_23
chr2	24085107	24085342	236	CpG:_16
chr2	24178642	24179369	728	CpG:_93
chr2	24295172	24297577	2406	CpG:_216
chr2	25670698	25671271	574	CpG:_53
chr2	26261752	26262343	592	CpG:_61
chr2	26325444	26326075	632	CpG:_61
chr2	26327517	26329286	1770	CpG:_179
chr2	26623190	26624037	848	CpG:_68
chr2	26630348	26630743	396	CpG:_45
chr2	26658806	26659023	218	CpG:_24
chr2	26883327	26884694	1368	CpG:_151
chr2	27007956	27008494	539	CpG:_46
chr2	27294444	27294863	420	CpG:_32
chr2	27338426	27339570	1145	CpG:_94
chr2	27464565	27464980	416	CpG:_51
chr2	27516155	27516498	344	CpG:_24
chr2	27517124	27518056	933	CpG:_66
chr2	27520568	27524806	4239	CpG:_318
chr2	27526469	27527579	1111	CpG:_98
chr2	27552793	27553011	219	CpG:_19
chr2	27865881	27867077	1197	CpG:_167
chr2	27879141	27879586	446	CpG:_52
chr2	27998204	27999439	1236	CpG:_155
chr2	28074429	28074662	234	CpG:_17
chr2	28228547	28229582	1036	CpG:_118
chr2	28267733	28268710	978	CpG:_103
chr2	28302049	28303080	1032	CpG:_98
chr2	28346387	28347237	851	CpG:_88
chr2	28462981	28464176	1196	CpG:_118
chr2	28512152	28512465	314	CpG:_28
chr2	28529458	28530428	971	CpG:_83
chr2	28826163	28826649	487	CpG:_41
chr2	28857099	28857459	361	CpG:_26
chr2	29199273	29200060	788	CpG:_66
chr2	29244747	29245129	383	CpG:_28
chr2	29352094	29352539	446	CpG:_56
chr2	29422484	29423823	1340	CpG:_133
chr2	29496572	29497165	594	CpG:_50
chr2	29597782	29598042	261	CpG:_23
chr2	29598708	29599137	430	CpG:_42
chr2	29650237	29650639	403	CpG:_31
chr2	29651781	29652111	331	CpG:_39
chr2	29652281	29652494	214	CpG:_17
chr2	29679598	29680241	644	CpG:_64
chr2	29899255	29899547	293	CpG:_39
chr2	30064020	30064751	732	CpG:_69
chr2	30227298	30227949	652	CpG:_53
chr2	30640889	30642225	1337	CpG:_126
chr2	30646761	30647187	427	CpG:_54
chr2	30648876	30652019	3144	CpG:_254
chr2	30797883	30798293	411	CpG:_31
chr2	30802057	30802293	237	CpG:_18
chr2	30829743	30830284	542	CpG:_54
chr2	31189194	31189402	209	CpG:_18
chr2	31205036	31205269	234	CpG:_28
chr2	31208127	31208384	258	CpG:_26
chr2	31245218	31246612	1395	CpG:_163
chr2	31580494	31580882	389	CpG:_37
chr2	31686164	31686789	626	CpG:_64
chr2	31814965	31815399	435	CpG:_36
chr2	31895138	31896249	1112	CpG:_83
chr2	31907185	31907393	209	CpG:_17
chr2	32100029	32101173	1145	CpG:_123
chr2	32702672	32704720	2049	CpG:_240
chr2	33326394	33327495	1102	CpG:_77
chr2	33389855	33390275	421	CpG:_49
chr2	33542704	33543818	1115	CpG:_150
chr2	33696328	33696545	218	CpG:_16
chr2	33701802	33702595	794	CpG:_93
chr2	33800449	33801680	1232	CpG:_122
chr2	34565035	34565240	206	CpG:_18
chr2	34882693	34885396	2704	CpG:_214
chr2	35576911	35577395	485	CpG:_58
chr2	35578179	35578863	685	CpG:_63
chr2	35605322	35606268	947	CpG:_78
chr2	35631244	35631870	627	CpG:_59
chr2	35642289	35642709	421	CpG:_34
chr2	35738307	35739467	1161	CpG:_134
chr2	35877902	35879384	1483	CpG:_121
chr2	35971176	35971593	418	CpG:_62
chr2	36032505	36033351	847	CpG:_95
chr2	36490794	36491582	789	CpG:_117
chr2	36604091	36604554	464	CpG:_50
chr2	36686353	36686829	477	CpG:_42
chr2	36718948	36719667	720	CpG:_56
chr2	36732564	36733205	642	CpG:_45
chr2	36737989	36738346	358	CpG:_41
chr2	36744931	36745796	866	CpG:_91
chr2	36753512	36753790	279	CpG:_34
chr2	36758795	36759242	448	CpG:_45
chr2	36762593	36762830	238	CpG:_23
chr2	36771544	36772153	610	CpG:_69
chr2	36788943	36789191	249	CpG:_22
chr2	36790485	36793759	3275	CpG:_284
chr2	36854316	36854869	554	CpG:_68
chr2	36925867	36927394	1528	CpG:_133
chr2	36998907	36999129	223	CpG:_25
chr2	37002636	37002953	318	CpG:_31
chr2	37006901	37008456	1556	CpG:_166
chr2	37027261	37027876	616	CpG:_51
chr2	37164446	37164693	248	CpG:_21
chr2	37211640	37212494	855	CpG:_84
chr2	37287876	37289024	1149	CpG:_88
chr2	37503704	37504570	867	CpG:_86
chr2	37518902	37519280	379	CpG:_29
chr2	37539953	37540219	267	CpG:_30
chr2	37677292	37677918	627	CpG:_75
chr2	37701510	37702670	1161	CpG:_118
chr2	37812375	37813349	975	CpG:_98
chr2	37890427	37890744	318	CpG:_27
chr2	37931958	37932837	880	CpG:_77
chr2	37956277	37956849	573	CpG:_39
chr2	37996778	37997219	442	CpG:_41
chr2	38034981	38035183	203	CpG:_18
chr2	38138989	38139286	298	CpG:_28
chr2	38311016	38311260	245	CpG:_28
chr2	38325975	38326746	772	CpG:_81
chr2	38347702	38348221	520	CpG:_53
chr2	38668977	38671788	2812	CpG:_219
chr2	38945488	38946291	804	CpG:_100
chr2	38983978	38987929	3952	CpG:_300
chr2	39037056	39037834	779	CpG:_64
chr2	39038475	39038706	232	CpG:_27
chr2	39108955	39109797	843	CpG:_82
chr2	39205306	39205641	336	CpG:_28
chr2	39359217	39359470	254	CpG:_20
chr2	39385511	39385821	311	CpG:_29
chr2	39386656	39386917	262	CpG:_19
chr2	39387641	39387864	224	CpG:_21
chr2	39388261	39388611	351	CpG:_31
chr2	39389527	39394679	5153	CpG:_327
chr2	39395309	39395645	337	CpG:_25
chr2	39397267	39397536	270	CpG:_23
chr2	39850771	39851127	357	CpG:_32
chr2	39945311	39945536	226	CpG:_18
chr2	40328679	40328930	252	CpG:_19
chr2	40329132	40330307	1176	CpG:_149
chr2	40505755	40505963	209	CpG:_21
chr2	40553228	40554571	1344	CpG:_129
chr2	40588635	40590040	1406	CpG:_149
chr2	41885671	41886293	623	CpG:_46
chr2	41897327	41897886	560	CpG:_48
chr2	41903084	41903672	589	CpG:_63
chr2	41905935	41906742	808	CpG:_56
chr2	41910150	41911078	929	CpG:_97
chr2	42065048	42065909	862	CpG:_111
chr2	42065990	42066198	209	CpG:_16
chr2	42156908	42157614	707	CpG:_81
chr2	42212471	42213366	896	CpG:_71
chr2	42244954	42245404	451	CpG:_35
chr2	42334206	42334788	583	CpG:_57
chr2	42345243	42345791	549	CpG:_45
chr2	42364494	42365341	848	CpG:_75
chr2	42382563	42383038	476	CpG:_49
chr2	42403816	42404147	332	CpG:_28
chr2	42434392	42435378	987	CpG:_95
chr2	42504316	42504544	229	CpG:_20
chr2	42550638	42551242	605	CpG:_47
chr2	42721341	42721782	442	CpG:_38
chr2	42756529	42756834	306	CpG:_25
chr2	42822105	42822748	644	CpG:_71
chr2	42829534	42830524	991	CpG:_101
chr2	42848345	42849170	826	CpG:_62
chr2	42857651	42857877	227	CpG:_21
chr2	42863349	42864538	1190	CpG:_120
chr2	42876895	42878431	1537	CpG:_128
chr2	42972578	42973614	1037	CpG:_114
chr2	43043095	43043786	692	CpG:_69
chr2	43152405	43153225	821	CpG:_82
chr2	43217659	43218176	518	CpG:_42
chr2	43229996	43230876	881	CpG:_91
chr2	43244364	43244627	264	CpG:_21
chr2	43250288	43251066	779	CpG:_70
chr2	43254007	43254216	210	CpG:_16
chr2	43260863	43261911	1049	CpG:_122
chr2	43283099	43283806	708	CpG:_87
chr2	43303998	43304525	528	CpG:_49
chr2	43323752	43324214	463	CpG:_42
chr2	43341541	43342883	1343	CpG:_94
chr2	43367202	43367544	343	CpG:_36
chr2	43372507	43372827	321	CpG:_30
chr2	43466844	43467997	1154	CpG:_102
chr2	43477269	43477509	241	CpG:_21
chr2	43479772	43480085	314	CpG:_27
chr2	43594259	43595783	1525	CpG:_140
chr2	43596174	43596993	820	CpG:_60
chr2	43637242	43637671	430	CpG:_34
chr2	45280780	45281605	826	CpG:_61
chr2	45345900	45346233	334	CpG:_34
chr2	45406362	45406594	233	CpG:_32
chr2	45718678	45719714	1037	CpG:_75
chr2	45761228	45761795	568	CpG:_47
chr2	46575924	46576139	216	CpG:_35
chr2	46805822	46806079	258	CpG:_29
chr2	47079243	47079856	614	CpG:_41
chr2	47295600	47296449	850	CpG:_80
chr2	47480030	47480593	564	CpG:_44
chr2	47650031	47650550	520	CpG:_45
chr2	47731333	47731557	225	CpG:_18
chr2	47731730	47732702	973	CpG:_70
chr2	47733036	47733822	787	CpG:_63
chr2	47734900	47738078	3179	CpG:_228
chr2	48351261	48351518	258	CpG:_21
chr2	48351874	48352380	507	CpG:_60
chr2	48495067	48495979	913	CpG:_92
chr2	48574396	48574608	213	CpG:_16
chr2	48593148	48593392	245	CpG:_18
chr2	48742799	48743307	509	CpG:_71
chr2	48759355	48760399	1045	CpG:_121
chr2	48845778	48848174	2397	CpG:_240
chr2	49206162	49206383	222	CpG:_20
chr2	49237890	49238861	972	CpG:_78
chr2	49286546	49287342	797	CpG:_80
chr2	49355593	49356167	575	CpG:_72
chr2	49379817	49380620	804	CpG:_87
chr2	49401939	49402196	258	CpG:_22
chr2	49437106	49441203	4098	CpG:_438
chr2	49495194	49495583	390	CpG:_37
chr2	49534516	49534732	217	CpG:_18
chr2	49537853	49540178	2326	CpG:_258
chr2	49540787	49541359	573	CpG:_44
chr2	49577316	49577723	408	CpG:_46
chr2	49677152	49677606	455	CpG:_51
chr2	49744716	49745647	932	CpG:_104
chr2	49861957	49863585	1629	CpG:_118
chr2	49974554	49975371	818	CpG:_86
chr2	50134473	50135083	611	CpG:_79
chr2	50165713	50166131	419	CpG:_33
chr2	50465945	50467718	1774	CpG:_203
chr2	50601862	50602271	410	CpG:_32
chr2	50614132	50614847	716	CpG:_90
chr2	50698740	50699638	899	CpG:_99
chr2	50722307	50722699	393	CpG:_36
chr2	50726540	50727141	602	CpG:_56
chr2	50744975	50745396	422	CpG:_33
chr2	50855988	50856910	923	CpG:_114
chr2	50916371	50916844	474	CpG:_39
chr2	50933987	50934482	496	CpG:_64
chr2	51002405	51002707	303	CpG:_27
chr2	51018389	51019799	1411	CpG:_111
chr2	51047064	51047388	325	CpG:_26
chr2	51061282	51061976	695	CpG:_67
chr2	51376389	51376845	457	CpG:_48
chr2	51403630	51405327	1698	CpG:_129
chr2	51405967	51406594	628	CpG:_41
chr2	51407274	51407536	263	CpG:_21
chr2	51417585	51419402	1818	CpG:_166
chr2	51419862	51420543	682	CpG:_46
chr2	51462402	51463398	997	CpG:_103
chr2	51572877	51573248	372	CpG:_30
chr2	51616109	51616350	242	CpG:_22
chr2	51692159	51692553	395	CpG:_44
chr2	51813098	51813338	241	CpG:_28
chr2	51878499	51879401	903	CpG:_123
chr2	51945104	51946120	1017	CpG:_130
chr2	52060946	52061758	813	CpG:_89
chr2	52120951	52121759	809	CpG:_70
chr2	52144663	52144954	292	CpG:_29
chr2	52167183	52167702	520	CpG:_44
chr2	52264413	52264882	470	CpG:_44
chr2	52438832	52439204	373	CpG:_31
chr2	52445016	52445294	279	CpG:_29
chr2	52462545	52462884	340	CpG:_36
chr2	52475096	52475354	259	CpG:_21
chr2	52475558	52476076	519	CpG:_54
chr2	52478484	52478748	265	CpG:_20
chr2	52498372	52498686	315	CpG:_26
chr2	52531380	52531771	392	CpG:_34
chr2	52538699	52539519	821	CpG:_74
chr2	52554103	52554956	854	CpG:_85
chr2	52579797	52580006	210	CpG:_16
chr2	52590582	52591986	1405	CpG:_104
chr2	52614706	52615204	499	CpG:_46
chr2	52620791	52621358	568	CpG:_62
chr2	52621579	52621855	277	CpG:_23
chr2	52628974	52629468	495	CpG:_43
chr2	52662592	52663439	848	CpG:_77
chr2	52664720	52665047	328	CpG:_34
chr2	52737601	52737989	389	CpG:_44
chr2	52931446	52931789	344	CpG:_26
chr2	53092801	53093355	555	CpG:_60
chr2	53104939	53105233	295	CpG:_27
chr2	53105437	53105644	208	CpG:_18
chr2	53109645	53109948	304	CpG:_30
chr2	53125601	53126035	435	CpG:_38
chr2	53141861	53142277	417	CpG:_44
chr2	53202213	53202794	582	CpG:_59
chr2	53233021	53233747	727	CpG:_93
chr2	54770175	54773098	2924	CpG:_278
chr2	56125363	56125650	288	CpG:_23
chr2	56733681	56735849	2169	CpG:_228
chr2	56854859	56857953	3095	CpG:_298
chr2	58166695	58167440	746	CpG:_62
chr2	58237238	58237789	552	CpG:_80
chr2	58397120	58399046	1927	CpG:_234
chr2	58738134	58739487	1354	CpG:_132
chr2	59202924	59204036	1113	CpG:_104
chr2	59314788	59315287	500	CpG:_42
chr2	59316745	59318308	1564	CpG:_152
chr2	59319778	59320590	813	CpG:_78
chr2	59321244	59321674	431	CpG:_30
chr2	59859384	59859950	567	CpG:_46
chr2	59915523	59916243	721	CpG:_63
chr2	59966189	59966418	230	CpG:_22
chr2	60453892	60454840	949	CpG:_88
chr2	61248176	61249240	1065	CpG:_124
chr2	61309390	61310205	816	CpG:_110
chr2	61353237	61354375	1139	CpG:_128
chr2	61437771	61438458	688	CpG:_66
chr2	61802040	61803436	1397	CpG:_111
chr2	63732222	63732432	211	CpG:_17
chr2	63760506	63761572	1067	CpG:_131
chr2	63994302	63994514	213	CpG:_23
chr2	64248814	64250234	1421	CpG:_131
chr2	64360266	64360519	254	CpG:_28
chr2	64392601	64393088	488	CpG:_59
chr2	64721404	64721811	408	CpG:_36
chr2	65761664	65762949	1286	CpG:_91
chr2	65767013	65768254	1242	CpG:_118
chr2	65956213	65956722	510	CpG:_55
chr2	66132084	66132690	607	CpG:_47
chr2	66463468	66463987	520	CpG:_69
chr2	66542070	66543254	1185	CpG:_101
chr2	66691459	66692747	1289	CpG:_154
chr2	66774527	66774812	286	CpG:_22
chr2	66891194	66892217	1024	CpG:_108
chr2	66970271	66970746	476	CpG:_53
chr2	67014906	67015668	763	CpG:_83
chr2	67060110	67060393	284	CpG:_20
chr2	67060604	67061896	1293	CpG:_116
chr2	67122543	67123002	460	CpG:_66
chr2	67462091	67462742	652	CpG:_49
chr2	67551151	67552088	938	CpG:_106
chr2	67957973	67958506	534	CpG:_57
chr2	67997396	67998221	826	CpG:_64
chr2	67999031	67999419	389	CpG:_49
chr2	68001395	68002905	1511	CpG:_125
chr2	68066822	68067023	202	CpG:_26
chr2	68098637	68099493	857	CpG:_89
chr2	68377472	68379167	1696	CpG:_177
chr2	68562273	68562742	470	CpG:_42
chr2	68669262	68670781	1520	CpG:_147
chr2	68763526	68765492	1967	CpG:_147
chr2	68767508	68767807	300	CpG:_25
chr2	68768485	68770188	1704	CpG:_162
chr2	68773939	68774387	449	CpG:_38
chr2	68782590	68782810	221	CpG:_21
chr2	68840866	68841097	232	CpG:_18
chr2	68846378	68847100	723	CpG:_69
chr2	68847813	68848196	384	CpG:_33
chr2	69802149	69804982	2834	CpG:_207
chr2	69845564	69845868	305	CpG:_28
chr2	69915918	69916118	201	CpG:_19
chr2	69959133	69959539	407	CpG:_33
chr2	70434559	70435039	481	CpG:_39
chr2	70491129	70492737	1609	CpG:_121
chr2	70512343	70512615	273	CpG:_24
chr2	70589121	70590281	1161	CpG:_110
chr2	70696543	70696961	419	CpG:_33
chr2	70999076	71000232	1157	CpG:_111
chr2	71358142	71359037	896	CpG:_87
chr2	71937679	71938077	399	CpG:_33
chr2	72107257	72107750	494	CpG:_52
chr2	72108821	72109620	800	CpG:_65
chr2	72227425	72227658	234	CpG:_22
chr2	72318082	72318819	738	CpG:_77
chr2	72318966	72319167	202	CpG:_17
chr2	72463287	72463657	371	CpG:_33
chr2	72487942	72488265	324	CpG:_30
chr2	72530806	72531786	981	CpG:_94
chr2	72582992	72583633	642	CpG:_68
chr2	72811416	72812307	892	CpG:_103
chr2	72957581	72957840	260	CpG:_24
chr2	73052314	73052598	285	CpG:_29
chr2	73254829	73255826	998	CpG:_98
chr2	73456359	73457110	752	CpG:_92
chr2	73652311	73653751	1441	CpG:_134
chr2	73661076	73661305	230	CpG:_31
chr2	73916573	73918070	1498	CpG:_147
chr2	74096166	74096954	789	CpG:_72
chr2	74135030	74135983	954	CpG:_70
chr2	74157992	74158428	437	CpG:_33
chr2	74190635	74191678	1044	CpG:_120
chr2	75226079	75226372	294	CpG:_21
